sampling.session,species,id_tag,survival,LD1,LD2,LD3
fall.2017,equestris,orangeg86,0,-13.344640,-6.459710,-10.586779
fall.2017,sagrei,orangeg84,1,1.221025,1.775999,-0.831841
fall.2017,sagrei,orangeg92,1,2.201631,0.285593,-0.559307
fall.2017,sagrei,orangeg93,1,1.125371,1.571519,-0.092907
fall.2017,sagrei,orangeg94,1,0.125418,1.111297,-0.198964
fall.2017,sagrei,orangeg95,1,2.034353,0.278960,-1.003386
fall.2017,sagrei,orangeg96,0,1.380481,-0.844122,-1.288597
fall.2017,sagrei,orangeg97,0,1.832945,0.286536,-0.720592
fall.2017,sagrei,orangeg98,0,1.041378,0.666217,0.212561
fall.2017,sagrei,orangeg99,0,1.319913,0.917783,0.643670
fall.2017,sagrei,orangei00,0,0.654357,-2.481331,0.028737
fall.2017,sagrei,orangei01,0,2.346211,-0.690978,0.506194
fall.2017,sagrei,orangei02,0,1.029881,2.368145,-0.121361
fall.2017,sagrei,orangei03,0,0.630028,0.001747,-0.488005
fall.2017,sagrei,orangei04,0,1.785175,-0.264288,0.336334
fall.2017,sagrei,orangei05,0,0.830598,1.616106,-0.520549
fall.2017,sagrei,orangei06,0,0.949111,-0.770034,0.788268
fall.2017,sagrei,orangei07,0,0.865239,1.840870,-0.290074
fall.2017,sagrei,orangei08,0,-0.533692,-0.049635,-0.221104
fall.2017,carolinensis,orangei09,0,-5.702071,0.296394,1.400015
fall.2017,sagrei,orangei10,0,1.419987,0.910287,-1.134565
fall.2017,sagrei,orangei11,0,-0.382899,0.640351,-0.230321
fall.2017,equestris,orangei12,0,-6.284809,-6.299524,0.535423
fall.2017,distichus,orangei13,1,-2.304526,-6.802420,4.019911
fall.2017,sagrei,orangez04,0,1.058595,-0.907947,-0.900883
fall.2017,sagrei,oranges52,0,1.804158,-1.573500,-1.499905
fall.2017,sagrei,orangep31,0,0.724858,-1.194511,-1.623857
fall.2017,sagrei,orangeh73,0,-0.625344,-1.299192,0.123305
fall.2017,sagrei,orangeh97,0,1.490894,-0.131952,-0.102044
fall.2017,sagrei,orangeh76,1,0.444200,1.083764,0.722544
fall.2017,sagrei,orangeh95,1,1.452883,1.989117,-0.356355
fall.2017,sagrei,orangep73,0,0.196182,0.608354,-1.919877
fall.2017,sagrei,oranges04,0,1.088471,-1.978315,-0.469551
fall.2017,sagrei,orangec10,1,2.316860,0.312975,-0.105890
fall.2017,sagrei,orangez22,0,0.668177,0.731040,0.084030
fall.2017,sagrei,orangez50,0,0.638374,0.307635,1.514391
fall.2017,carolinensis,orangez78,1,-5.853540,0.349569,0.189660
fall.2017,carolinensis,orangez75,0,-6.462066,1.663327,0.718073
fall.2017,sagrei,orangex61,1,1.572344,-2.276808,-0.326300
fall.2017,sagrei,orangeh92,0,-0.452646,0.021607,-1.070269
fall.2017,sagrei,orangea14,1,1.398129,-0.245835,-1.375277
fall.2017,carolinensis,orangea13,1,-7.785775,1.297925,0.357880
fall.2017,sagrei,oranges16,1,-0.071384,1.912667,-0.212962
fall.2017,sagrei,orangea21,1,0.510913,-0.257544,0.340058
fall.2017,carolinensis,oranges10,0,-6.281089,0.129450,1.029030
fall.2017,sagrei,orangea56,0,1.645947,0.653082,-0.116745
fall.2017,sagrei,orangeh37,0,0.995459,0.172332,0.679919
fall.2017,sagrei,oranges11,0,0.042986,-0.705372,-1.357565
fall.2017,sagrei,oranges35,0,-0.149806,0.602743,-1.766325
fall.2017,carolinensis,oranges23,0,-6.103330,0.158089,2.916337
fall.2017,carolinensis,orangeh53,0,-5.836132,2.250158,0.434416
fall.2017,sagrei,orangen81,1,0.503280,-0.079440,-0.657523
fall.2017,sagrei,oranget63,0,1.010997,0.425257,0.148646
fall.2017,sagrei,oranges15,1,2.908010,0.748087,-1.553158
fall.2017,carolinensis,orangex27,0,-7.392394,0.121099,-1.568034
fall.2017,sagrei,oranges80,0,3.090693,1.340931,-1.246148
fall.2017,sagrei,oranges22,1,1.267395,-1.637325,-1.687465
fall.2017,sagrei,orangea46,1,0.589882,0.659986,-0.291070
fall.2017,sagrei,oranget56,0,1.167372,0.544912,-0.851634
fall.2017,sagrei,orangen80,1,0.522024,1.267682,-0.122969
fall.2017,sagrei,orangea15,0,1.540081,-0.383682,0.170307
fall.2017,sagrei,oranges48,0,1.921722,1.256115,-0.512112
fall.2017,sagrei,oranget27,0,1.654908,-1.358563,-1.149601
fall.2017,sagrei,orangeb20,0,0.385871,-0.747236,-0.377579
fall.2017,sagrei,orangea68,0,0.738283,-1.031244,-0.469660
fall.2017,sagrei,orangeb46,1,1.875569,-0.659493,-0.371140
fall.2017,sagrei,orangeb26,1,1.384504,0.503930,0.718353
fall.2017,carolinensis,orangea23,0,-7.309243,1.299959,0.579940
fall.2017,carolinensis,orangea22,1,-4.865252,-0.492566,1.538299
fall.2017,sagrei,oranger65,0,1.004412,-0.649684,-0.423135
fall.2017,sagrei,oranget60,0,1.724696,-1.078892,0.664128
fall.2017,sagrei,oranger24,1,-0.052059,-1.078725,0.058634
fall.2017,sagrei,orangeb29,0,0.589338,0.204722,-0.127882
fall.2017,sagrei,orangeb60,0,-0.353244,0.222088,0.671111
fall.2017,sagrei,orangeb51,0,1.429198,-1.447118,-0.939831
fall.2017,sagrei,orangeb31,0,0.189733,0.799888,0.505597
fall.2017,sagrei,oranger77,1,0.635366,1.952334,-1.045462
fall.2017,sagrei,oranget79,0,0.071351,1.537427,-0.774976
